bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,water_view_score,zipcode,sqft_per_bedroom,age,predicted_price
5.0,2.5,2700,16570,1.0,4,1750,950,1967,0,98005,450.0,58,738495.1311238627
3.0,2.5,1480,8381,1.0,4,1480,0,1968,0,98125,370.0,57,426061.3623318647
3.0,2.0,1670,4572,1.5,3,1670,0,1931,0,98117,417.5,94,566802.8808791146
3.0,2.5,1150,887,3.0,3,1150,0,2007,0,98133,287.5,18,251958.45657425246
2.0,1.0,800,6240,1.0,3,800,0,1954,0,98125,266.6666666666667,71,238529.69432292425
5.0,3.5,3280,4000,2.0,3,2440,840,2003,0,98117,546.6666666666666,22,802495.1396861015
4.0,1.0,1940,5753,1.5,3,1940,0,1947,0,98177,388.0,78,542522.129022825
4.0,3.5,3400,5196,2.0,3,3400,0,2012,0,98065,680.0,13,703190.9544944649
3.0,1.0,1460,10000,1.5,3,1460,0,2002,0,98074,365.0,23,371479.1408118041
3.0,2.0,2420,38781,1.0,5,1210,1210,1949,0,98027,605.0,76,521337.12826644606
4.0,2.5,2670,13463,2.0,4,2670,0,1989,0,98029,534.0,36,697421.2960061954
2.0,1.0,1010,3000,1.0,4,1010,0,1925,0,98045,336.6666666666667,100,208229.53055616992
4.0,2.0,1630,9010,1.0,4,1050,580,1975,0,98092,326.0,50,181869.56877587648
3.0,2.5,3830,48743,2.0,3,3830,0,1991,0,98006,957.5,34,1011198.5497774201
4.0,1.75,2120,4650,1.0,3,1190,930,1951,1,98117,424.0,74,613547.9388891185
4.0,2.5,3070,6432,2.0,3,3070,0,2006,0,98055,614.0,19,583583.6083614526
3.0,2.75,3890,7216,2.0,3,3260,630,1967,1,98118,972.5,58,892144.513183147
2.0,2.0,2370,217800,1.5,3,1600,770,1992,0,98027,790.0,33,509905.61524078896
4.0,2.5,4620,20793,2.0,4,4620,0,1991,0,98023,924.0,34,818593.2516665568
3.0,2.0,1450,2400,1.5,3,1450,0,1900,0,98107,362.5,125,556653.660393536
4.0,2.5,2560,8780,2.0,3,2560,0,1992,0,98029,512.0,33,652533.1216307059
2.0,1.0,770,7906,1.0,4,770,0,1948,0,98155,256.6666666666667,77,218659.06302570843
2.0,1.0,1040,5527,1.0,3,1040,0,1951,0,98115,346.6666666666667,74,463192.5305818161
4.0,2.5,1700,7280,2.0,4,1700,0,1988,0,98031,340.0,37,258293.9676079455
3.0,1.75,1110,9012,1.0,4,1110,0,1966,0,98052,277.5,59,434965.97968396236
2.0,1.0,1090,5000,1.0,4,730,360,1942,0,98126,363.3333333333333,83,326449.70149768266
4.0,2.5,2700,10814,1.0,4,1560,1140,1966,0,98030,540.0,59,406919.9610606447
2.0,2.5,2380,9374,1.0,3,2380,0,2011,2,98053,793.3333333333334,14,779312.5670411707
4.0,3.75,3070,5850,2.0,5,2400,670,1927,0,98112,614.0,98,1191488.8374807844
3.0,2.75,2390,9966,1.0,5,1360,1030,1977,0,98006,597.5,48,693862.1238606666
4.0,2.5,1660,8063,1.0,4,1660,0,1978,0,98198,332.0,47,262963.90380315314
2.0,1.0,1340,7788,1.0,3,1340,0,1947,2,98178,446.6666666666667,78,325765.8280241565
3.0,1.0,1300,8160,1.0,4,1300,0,1960,0,98056,325.0,65,272738.1116130395
4.0,1.75,2350,11914,1.0,4,2350,0,1961,0,98040,470.0,64,889887.4860081673
3.0,2.25,2760,40946,2.0,5,2760,0,1978,0,98005,690.0,47,858091.4071102821
3.0,2.0,2360,4800,2.0,3,2360,0,1909,0,98112,590.0,116,1035458.3874954728
4.0,2.5,1954,4805,2.0,3,1954,0,2005,0,98031,390.8,20,286291.9120508008
3.0,2.5,1495,936,3.0,3,1405,90,2006,0,98144,373.75,19,465931.43115907843
3.0,2.5,1250,1103,3.0,3,1250,0,2005,2,98103,312.5,20,575675.6223093389
5.0,3.0,1810,3000,2.0,3,1810,0,1998,0,98118,301.6666666666667,27,429580.08658328286
2.0,1.0,1110,6800,1.0,5,1000,110,1947,0,98133,370.0,78,320879.6852953132
4.0,3.5,3120,5086,2.0,3,2480,640,2008,0,98115,624.0,17,834040.2283081481
3.0,1.75,2960,12420,1.0,4,1480,1480,1952,2,98116,740.0,73,847805.8199990236
4.0,2.5,2560,4020,2.0,3,2560,0,2006,0,98038,512.0,19,425541.7447917487
4.0,2.5,2070,7476,2.0,3,2070,0,2003,0,98092,414.0,22,285603.27531953575
3.0,2.5,1070,1155,2.0,3,720,350,2005,0,98116,267.5,20,410260.99215671374
3.0,2.0,1380,3600,3.0,3,1380,0,2013,0,98122,345.0,12,475451.37361915
4.0,1.75,2700,27072,1.0,3,1380,1320,1958,0,98003,540.0,67,318851.3028079634
3.0,2.0,1630,8018,1.0,3,1630,0,2003,0,98047,407.5,22,245972.37313332717
3.0,1.0,1220,13000,1.0,4,1220,0,1955,0,98133,305.0,70,314572.2822180964
2.0,2.0,1140,8282,1.0,3,1140,0,1924,0,98033,380.0,101,537004.8276154208
3.0,2.5,2040,10086,2.0,3,2040,0,1987,0,98052,510.0,38,596540.6041179441
4.0,2.75,2020,10720,1.0,4,1420,600,1976,0,98052,404.0,49,578942.5955960668
5.0,2.0,2700,10875,1.0,4,1540,1160,1962,0,98007,450.0,63,684100.7340567086
3.0,2.5,3040,7232,2.0,3,3040,0,2003,0,98092,760.0,22,506159.4078708391
4.0,1.5,1840,11367,1.5,4,1840,0,1950,0,98177,368.0,75,556678.9884256398
4.0,1.75,2320,4322,1.0,3,1140,1180,1910,0,98144,464.0,115,576407.5010769888
4.0,3.25,2050,5000,2.0,4,1370,680,1987,0,98112,410.0,38,930324.383379135
4.0,2.5,2690,7947,2.0,3,2690,0,1993,0,98058,538.0,32,466327.9402050607
3.0,1.5,1800,22000,2.0,3,1800,0,1931,0,98168,450.0,94,311039.27511615376
4.0,1.75,2080,7200,1.0,4,1050,1030,1966,0,98001,416.0,59,238420.07336788473
4.0,2.0,2050,4000,1.5,5,1210,840,1941,0,98144,410.0,84,580630.3402153312
4.0,2.5,2440,11005,2.0,3,2440,0,1994,0,98056,488.0,31,479208.33952833834
3.0,3.5,1360,1419,2.0,3,1040,320,2007,0,98107,340.0,18,513663.1688881655
3.0,2.75,1250,892,2.0,3,1040,210,2010,0,98116,312.5,15,467134.38486855815
2.0,1.75,1710,4234,2.0,3,1330,380,1920,0,98136,570.0,105,494019.62298730743
5.0,2.0,1940,6000,1.0,5,970,970,1945,0,98115,323.3333333333333,80,583830.7611239066
4.0,3.5,2960,6000,2.0,3,2960,0,2014,0,98065,592.0,11,611226.8496672328
4.0,3.5,3860,18334,2.0,3,3120,740,1996,0,98077,772.0,29,824803.9504621851
4.0,2.5,3240,20301,2.0,3,3240,0,1985,0,98052,648.0,40,829758.7327685214
3.0,2.0,1840,4750,1.0,5,1010,830,1951,0,98117,460.0,74,577833.0262036511
3.0,1.75,1860,15681,1.0,4,1860,0,1971,0,98023,465.0,54,272933.3777856354
4.0,1.5,1490,7560,2.0,3,1490,0,1966,0,98198,298.0,59,151309.62186025234
4.0,2.5,3000,9793,2.0,3,3000,0,2002,0,98038,600.0,23,518063.30554343195
3.0,1.0,1280,9898,1.0,3,1280,0,1968,0,98072,320.0,57,325899.2725977121
4.0,3.5,3450,7832,2.0,3,3450,0,2007,0,98006,690.0,18,936374.8290396815
3.0,1.75,1300,2580,1.0,5,820,480,1919,0,98115,325.0,106,526625.6121402091
4.0,2.5,2360,10000,1.0,3,1980,380,1977,3,98126,472.0,48,730363.7970676902
4.0,2.0,1900,76877,1.0,3,1900,0,2004,0,98042,380.0,21,276571.4933885132
3.0,2.5,1560,4200,2.0,3,1560,0,2003,0,98038,390.0,22,234459.38673516084
3.0,2.75,2890,12130,2.0,4,2830,60,1987,3,98033,722.5,38,1041638.0111918154
2.0,1.75,1240,6417,1.0,5,1240,0,1924,0,98126,413.3333333333333,101,438266.8377198239
4.0,2.75,2310,5650,1.0,3,1330,980,1952,2,98118,462.0,73,596056.4492021222
5.0,2.5,2950,5500,1.5,5,1720,1230,1918,0,98144,491.6666666666667,107,733470.3425005425
4.0,3.5,2550,8698,2.0,3,2550,0,2007,0,98065,510.0,18,527418.0380630472
3.0,3.25,1410,1246,3.0,3,1410,0,2005,0,98103,352.5,20,523992.4455703263
4.0,2.75,2000,5827,2.0,3,2000,0,1997,0,98038,400.0,28,318013.0909911031
3.0,2.5,2950,10254,2.0,3,2950,0,2006,0,98059,737.5,19,593600.485406814
5.0,5.0,5774,31675,1.0,3,4490,1284,1984,2,98003,962.3333333333334,41,1135471.1602911106
3.0,2.5,2660,4975,2.0,3,2660,0,2014,0,98118,665.0,11,622936.7231651539
3.0,1.0,1100,4128,1.0,4,720,380,1942,0,98126,275.0,83,309865.2731289178
3.0,1.75,1590,11914,1.0,3,1090,500,1957,2,98188,397.5,68,276541.91753709846
2.0,1.0,810,4800,1.0,3,810,0,1948,0,98126,270.0,77,278127.9496422387
3.0,2.25,1680,9090,1.0,4,1130,550,1959,0,98008,420.0,66,498720.8100969864
2.0,0.75,840,40642,1.0,4,840,0,1937,8,98070,280.0,88,571860.1649856742
3.0,1.5,2360,6750,2.0,5,1930,430,1926,0,98103,590.0,99,721485.9133924313
3.0,2.5,2010,2287,2.0,3,1390,620,2014,0,98029,502.5,11,492529.17253391095
3.0,2.5,2170,4905,2.0,3,2170,0,2004,0,98038,542.5,21,362160.83808855806
3.0,2.0,1760,11410,1.0,5,1060,700,1977,0,98058,440.0,48,284935.46465944435
4.0,1.0,2550,4000,2.0,3,2370,180,1905,0,98109,510.0,120,944048.6983076831
4.0,2.5,2070,5415,2.0,3,2070,0,1996,0,98029,414.0,29,549658.2236052055
5.0,3.0,1940,6355,1.0,3,1200,740,2007,0,98168,323.3333333333333,18,293835.8716400942
4.0,2.0,2470,5080,1.5,3,1970,500,1948,0,98106,494.0,77,485143.4658372955
4.0,3.5,4280,9583,2.0,3,4280,0,2005,0,98004,856.0,20,1499101.2838568077
2.0,1.0,2060,8398,1.0,3,1260,800,1962,0,98168,686.6666666666666,63,318276.4563538125
4.0,2.5,2970,4400,2.0,3,2970,0,2014,0,98052,594.0,11,767198.3631027438
6.0,2.0,2220,8797,1.0,3,2220,0,1977,0,98002,317.14285714285717,48,311325.93606931024
3.0,3.25,3740,136915,2.5,3,3100,640,1990,0,98166,935.0,35,745622.7649958471
4.0,1.75,1720,8750,1.0,3,860,860,1971,0,98034,344.0,54,366709.85321851715
3.0,2.5,1870,4060,2.0,3,1870,0,2005,0,98042,467.5,20,270534.75099610206
4.0,3.0,4590,9150,2.0,3,3490,1100,1981,0,98177,918.0,44,1026470.2117605838
4.0,2.75,2620,4743,1.0,4,1310,1310,1949,2,98117,524.0,76,785446.2391928736
4.0,3.75,4610,40202,1.0,4,2500,2110,1980,0,98027,922.0,45,897266.2126417672
2.0,1.0,1310,7128,1.0,4,940,370,1980,0,98031,436.6666666666667,45,164091.99416465202
3.0,1.0,1450,7200,1.0,3,1010,440,1969,0,98034,362.5,56,345070.7682836423
4.0,2.0,1930,6600,1.0,4,1030,900,1967,0,98168,386.0,58,293982.3059973159
3.0,2.75,2470,3600,2.0,3,2470,0,2007,0,98029,617.5,18,655484.5421945133
2.0,1.0,700,5200,1.0,5,700,0,1952,0,98056,233.33333333333334,73,185592.66791121342
3.0,2.5,2930,6050,2.0,3,2930,0,2008,0,98065,732.5,17,596365.9314832356
3.0,1.75,1610,8613,1.0,5,1610,0,1962,0,98033,402.5,63,646173.6362681546
5.0,2.5,2240,7543,1.0,3,1140,1100,1966,0,98177,373.3333333333333,59,539116.8143922903
3.0,1.0,920,14400,1.0,4,920,0,1977,0,98001,230.0,48,85221.16964087769
4.0,1.0,1740,11075,1.5,3,1740,0,1965,0,98133,348.0,60,368983.31687204156
5.0,3.5,5960,13703,2.0,3,4770,1190,1984,2,98008,993.3333333333334,41,1379430.7589756656
3.0,1.0,970,7742,1.0,4,970,0,1967,0,98003,242.5,58,95323.51315281185
3.0,1.75,1530,8000,2.0,3,1530,0,1978,0,98052,382.5,47,470142.1831960911
3.0,1.0,970,7275,1.0,4,970,0,1970,0,98031,242.5,55,112093.67087276164
4.0,1.75,1120,8250,1.0,4,1120,0,1966,0,98058,224.0,59,174294.31773570523
3.0,3.5,3870,3819,2.0,3,2760,1110,2002,0,98102,967.5,23,1024519.0220740227
3.0,3.0,3450,16200,2.0,3,3450,0,1983,0,98074,862.5,42,835037.5203331497
4.0,2.0,2600,4800,1.0,3,1400,1200,1953,2,98119,520.0,72,920230.8813675508
3.0,1.75,1250,6041,1.5,5,1250,0,1942,0,98115,312.5,83,541735.3082037558
3.0,2.5,3180,7904,1.0,3,1810,1370,2006,0,98056,795.0,19,550653.5056958623
4.0,2.0,2290,11137,1.0,4,2290,0,1955,0,98004,458.0,70,1103176.6405498069
3.0,2.5,2030,2805,2.0,3,1720,310,2001,0,98027,507.5,24,454630.9981598145
4.0,3.5,3010,3600,2.0,3,2370,640,1999,0,98112,602.0,26,1117142.4893856645
3.0,1.75,2150,4333,1.0,3,1200,950,1956,0,98136,537.5,69,536219.6763262694
3.0,2.25,1990,7340,2.0,3,1990,0,1984,0,98072,497.5,41,477779.7640497115
5.0,2.75,2670,3800,2.0,3,2670,0,2014,0,98059,445.0,11,505330.9405995259
4.0,2.5,2170,9600,1.0,3,1460,710,1980,0,98052,434.0,45,570653.6012882013
1.0,1.0,620,8261,1.0,3,620,0,1939,0,98106,310.0,86,182641.92452287342
4.0,2.5,3030,29163,2.0,3,3030,0,1998,0,98053,606.0,27,744269.0817004073
3.0,2.0,2540,237402,1.0,3,2540,0,2007,0,98022,635.0,18,431206.10132091696
3.0,2.5,1680,2096,2.0,3,1380,300,2008,0,98117,420.0,17,524457.178275957
4.0,2.75,3110,35235,2.0,4,3110,0,1983,0,98072,622.0,42,730070.3988242233
4.0,1.75,1450,8891,1.5,3,1180,270,1962,0,98168,290.0,63,211126.0570037003
3.0,1.5,1350,7620,1.0,5,1350,0,1941,0,98166,337.5,84,348221.64357822307
4.0,2.75,2100,4480,1.5,4,1780,320,1928,0,98105,420.0,97,880934.7311189813
4.0,2.25,3290,12329,1.5,4,3290,0,1968,0,98040,658.0,57,1083709.6962866657
4.0,2.0,1530,6375,2.0,3,1530,0,1942,0,98058,306.0,83,221300.72755228722
3.0,2.75,2760,8476,1.0,4,1690,1070,1967,0,98040,690.0,58,920576.6223027604
3.0,2.5,1690,1618,2.0,3,1150,540,2014,0,98029,422.5,11,432897.2748131382
4.0,2.0,1450,8400,1.5,4,1450,0,1962,0,98034,290.0,63,406561.88429972006
3.0,2.5,1601,2491,3.0,3,1536,65,2007,0,98125,400.25,18,357663.18210640305
4.0,2.5,2100,4237,2.0,3,2100,0,2006,0,98031,420.0,19,316454.86141259305
3.0,1.0,1310,9612,1.0,3,960,350,1962,0,98001,327.5,63,116032.23023422429
3.0,1.5,1020,9072,1.0,3,920,100,1930,0,98115,255.0,95,451633.3134982432
5.0,3.25,3370,17458,1.0,5,2000,1370,1982,2,98040,561.6666666666666,43,1122835.4608355076
4.0,2.5,2180,7203,2.0,4,2180,0,1989,0,98059,436.0,36,439541.50898125954
5.0,2.25,4200,5800,2.5,4,2910,1290,1906,0,98112,700.0,119,1276344.212786708
3.0,2.5,1232,1130,3.0,3,1232,0,2007,0,98125,308.0,18,286341.44027625024
3.0,2.0,1400,7384,1.0,3,1150,250,1979,0,98058,350.0,46,208454.36911274173
4.0,2.5,1970,6600,2.0,3,1970,0,1987,0,98030,394.0,38,306694.26641772105
3.0,2.0,1410,7466,1.0,3,1410,0,1983,0,98058,352.5,42,233078.98468353687
4.0,1.75,1700,5846,1.0,3,1700,0,1957,0,98199,340.0,68,657746.883232218
4.0,3.25,2330,9687,2.0,3,2330,0,1918,3,98112,466.0,107,1205097.1633234862
3.0,1.75,1560,5223,1.0,4,810,750,1940,0,98125,390.0,85,357217.69400797226
3.0,2.5,2538,4600,2.0,3,2538,0,2013,0,98092,634.5,12,398772.75303261983
4.0,2.25,2870,5453,2.0,4,2220,650,1926,1,98146,574.0,99,609070.3895484335
4.0,2.5,2400,7351,2.0,3,2400,0,1990,0,98029,480.0,35,619621.6679082206
4.0,1.75,2180,13529,1.0,3,1090,1090,1956,0,98155,436.0,69,377602.8036111272
2.0,2.0,1240,2500,2.0,3,1240,0,1985,0,98117,413.3333333333333,40,468011.8156691864
3.0,2.25,1780,7280,1.0,3,1340,440,1972,2,98034,445.0,53,555661.5911387426
5.0,2.5,2070,12000,1.0,4,1340,730,1967,0,98008,345.0,58,535868.2139778753
3.0,1.5,2060,44866,1.0,3,2060,0,1953,0,98077,515.0,72,518343.58826286404
3.0,1.0,1010,7245,1.0,3,1010,0,1969,0,98003,252.5,56,82011.27886666986
3.0,1.75,1980,3300,1.5,4,1140,840,1926,0,98115,495.0,99,598302.0581865206
4.0,3.0,3520,4895,1.0,3,1980,1540,1954,0,98107,704.0,71,859088.5602273601
2.0,1.0,1740,3622,1.0,4,950,790,1924,0,98118,580.0,101,401174.789728589
2.0,1.0,1320,8380,1.0,3,1320,0,1953,0,98177,440.0,72,460263.9513712644
2.0,2.5,1160,1458,2.0,3,1040,120,2012,0,98119,386.6666666666667,13,620449.2861226475
4.0,3.25,3300,15907,2.0,5,3300,0,1985,0,98040,660.0,40,1117454.5467751925
4.0,2.75,3270,12880,2.0,3,3270,0,2014,0,98033,654.0,11,921191.9784010709
4.0,2.5,2070,7800,2.0,3,2070,0,1989,0,98003,414.0,36,296419.3375378241
3.0,2.5,3490,8343,2.0,4,2150,1340,1939,8,98125,872.5,86,1125337.993791365
3.0,1.5,1430,8000,1.0,4,1430,0,1956,0,98007,357.5,69,548136.4043956726
2.0,1.0,860,2599,1.0,4,860,0,1901,0,98107,286.6666666666667,124,456367.6869601542
4.0,1.75,1880,7632,1.0,4,1180,700,1978,0,98023,376.0,47,193203.12135172193
4.0,3.5,4560,16643,1.0,3,2230,2330,1995,3,98006,912.0,30,1141245.2156676478
4.0,2.5,3070,34412,1.0,4,2070,1000,1950,3,98039,614.0,75,1160931.5341707119
6.0,3.0,1880,7200,1.0,4,1880,0,1966,0,98056,268.57142857142856,59,401701.38091874827
3.0,3.5,2080,5100,2.0,3,2080,0,2004,0,98038,520.0,21,371691.3772808806
3.0,1.0,1160,10384,1.0,4,1160,0,1969,0,98038,290.0,56,165568.37782524386
3.0,2.5,2670,10496,2.0,3,2670,0,1989,0,98074,667.5,36,655932.270335441
3.0,2.25,2430,5500,2.0,3,1810,620,1989,0,98033,607.5,36,697048.7090336784
3.0,1.5,2200,5000,1.5,3,2200,0,1932,0,98199,550.0,93,762724.6537185275
4.0,2.5,1890,12236,1.0,3,1230,660,1978,0,98045,378.0,47,308073.95354424964
3.0,2.5,2370,7875,2.0,3,2370,0,2003,0,98065,592.5,22,480033.81648954167
4.0,1.5,1800,3245,1.5,4,1800,0,1929,0,98103,360.0,96,620057.9083667763
4.0,1.75,2290,10290,1.0,3,1340,950,1960,0,98146,458.0,65,393733.2742434101
3.0,2.25,1450,4050,2.0,3,1450,0,2010,0,98038,362.5,15,202838.7276167171
4.0,2.5,2980,16263,2.0,3,2980,0,1989,0,98006,596.0,36,814094.5300793622
3.0,1.0,970,9583,1.0,4,970,0,1967,0,98023,242.5,58,65737.1111184819
2.0,1.0,1150,4000,1.0,3,1150,0,1947,0,98199,383.3333333333333,78,556736.3642608053
4.0,3.5,5270,53428,2.0,3,3440,1830,2004,0,98058,1054.0,21,859342.4735157902
5.0,3.5,3490,9680,2.0,3,2460,1030,1980,4,98177,581.6666666666666,45,1013983.6382839801
3.0,1.75,1730,7416,1.5,3,1730,0,1954,0,98133,432.5,71,407066.3030825183
4.0,3.5,3510,9364,2.0,3,3510,0,2001,0,98065,702.0,24,728459.3516310399
3.0,1.75,1770,33224,1.0,4,1770,0,1968,0,98092,442.5,57,276793.2378652992
4.0,2.5,2490,8290,2.0,3,2490,0,1999,0,98092,498.0,26,373856.01141516794
2.0,2.5,3180,9400,2.0,5,2610,570,1985,4,98006,1060.0,40,1099889.8198422096
2.0,2.0,1090,934,3.0,3,1090,0,2008,0,98109,363.3333333333333,17,667309.37671246
4.0,2.5,1750,4779,2.0,3,1750,0,2009,0,98028,350.0,16,371430.5160467748
3.0,1.75,2040,7281,1.0,3,1020,1020,1962,0,98188,510.0,63,214636.8667667737
5.0,1.75,1940,6654,1.5,4,1940,0,1953,0,98166,323.3333333333333,72,407723.3060699863
2.0,1.0,1350,10096,1.0,4,1350,0,1952,2,98045,450.0,73,381466.11069195083
4.0,2.5,3310,5404,2.0,3,3310,0,2004,0,98052,662.0,21,840054.5189394043
4.0,3.25,3450,11240,2.0,4,2430,1020,1960,3,98166,690.0,65,829121.3838960298
4.0,2.75,3150,7035,2.0,3,3150,0,2004,0,98075,630.0,21,764276.5160662
4.0,1.75,1290,3060,2.0,4,1290,0,1906,0,98103,258.0,119,511256.1732948952
3.0,1.75,2640,8000,1.0,4,1320,1320,1960,3,98040,660.0,65,1004902.3530568087
2.0,2.5,2770,7781,2.0,3,2770,0,2006,0,98053,923.3333333333334,19,727477.6241731014
4.0,2.5,2770,10274,2.0,3,2770,0,1989,0,98029,554.0,36,696890.8250033876
4.0,1.75,1700,7800,1.0,5,1120,580,1981,0,98059,340.0,44,316205.79610467923
4.0,1.75,1880,3720,1.5,4,1880,0,1924,0,98109,376.0,101,874595.9090275913
4.0,1.75,1920,7700,2.0,4,1920,0,1970,0,98056,384.0,55,375888.99475574365
4.0,2.25,2160,8119,1.0,3,1080,1080,1966,0,98006,432.0,59,569144.3696374656
3.0,1.5,1180,9048,1.0,3,1180,0,1960,0,98148,295.0,65,200867.0292466752
2.0,2.5,1240,1546,2.0,3,1240,0,2007,0,98108,413.3333333333333,18,294187.2101728876
2.0,1.0,1190,6200,1.0,3,1190,0,1948,0,98133,396.6666666666667,77,305372.8919758012
3.0,1.0,970,8580,1.0,3,970,0,1959,0,98003,242.5,66,75732.86252681946
2.0,1.5,830,1333,2.0,3,830,0,2005,0,98136,276.6666666666667,20,317897.95778556063
4.0,2.5,3160,11380,2.0,3,3160,0,1983,0,98074,632.0,42,741045.5237535969
2.0,1.0,860,6600,1.0,5,860,0,1949,0,98168,286.6666666666667,76,183517.30082077696
3.0,1.75,2310,78844,1.0,3,1760,550,1977,0,98027,577.5,48,505336.20003969147
3.0,1.5,1430,8960,1.0,4,1430,0,1953,0,98166,357.5,72,341256.11064020125
4.0,2.5,3560,12047,2.0,3,3560,0,1988,0,98023,712.0,37,577166.8902083263
3.0,2.0,1110,7231,1.0,4,1110,0,1991,0,98031,277.5,34,165474.83670347685
3.0,1.5,1760,6723,1.0,3,1160,600,1958,0,98118,440.0,67,390560.17467898695
3.0,2.5,2890,21780,2.0,3,2890,0,2000,0,98188,722.5,25,472765.25439675007
4.0,2.75,2190,14937,2.0,3,2190,0,1993,0,98001,438.0,32,330129.4631278779
2.0,1.0,920,8341,1.0,3,920,0,1939,0,98146,306.6666666666667,86,212166.9431244196
3.0,2.0,1480,6600,1.0,3,740,740,1943,2,98146,370.0,82,378142.57670181047
2.0,1.0,830,26329,1.0,4,830,0,1928,7,98070,276.6666666666667,97,525135.2100164011
3.0,1.75,1670,5400,2.0,5,1670,0,1912,0,98112,417.5,113,925625.6249747887
4.0,2.5,2590,7910,2.0,3,2590,0,2001,0,98115,518.0,24,756662.1173262278
3.0,1.0,870,5330,1.0,3,870,0,1969,0,98042,217.5,56,54884.07249427738
4.0,2.25,2110,10698,2.0,4,2110,0,1979,0,98027,422.0,46,502034.555611805
3.0,1.75,2920,9370,1.0,4,1620,1300,1981,0,98006,730.0,44,729244.0013372194
2.0,2.5,2160,5581,1.0,3,2160,0,2002,0,98053,720.0,23,627875.6048949527
2.0,1.5,1090,2686,2.0,3,1090,0,1982,0,98034,363.3333333333333,43,309800.612037999
4.0,3.0,2440,9664,2.0,3,1890,550,1981,0,98028,488.0,44,483759.7459430045
3.0,2.75,1960,2500,1.5,5,1410,550,1926,0,98103,490.0,99,676358.9812745306
3.0,2.5,2120,9736,2.0,3,2120,0,1988,0,98011,530.0,37,448086.51384897006
3.0,2.5,2130,3500,1.0,4,1210,920,1994,0,98072,532.5,31,476477.30415496166
4.0,2.0,1730,5500,1.0,5,1010,720,1943,0,98106,346.0,82,368731.3847207099
3.0,2.5,1680,15711,1.0,3,1240,440,1994,0,98031,420.0,31,236357.09040855872
3.0,1.5,1830,8000,1.0,4,1830,0,1957,0,98008,457.5,68,560653.1476211962
3.0,2.5,2060,4030,2.0,3,2060,0,1999,0,98032,515.0,26,266296.3212499343
4.0,2.5,2740,12899,2.0,4,2740,0,1990,0,98075,548.0,35,696164.5813398267
3.0,1.0,1670,4005,1.5,4,1170,500,1939,0,98117,417.5,86,511287.4586859379
4.0,3.25,3730,4560,2.0,3,2760,970,2013,0,98103,746.0,12,927504.8717717933
2.0,1.5,1070,1200,2.0,3,1070,0,1999,0,98103,356.6666666666667,26,450095.4081175215
3.0,1.75,1840,11440,1.0,4,1340,500,1977,0,98059,460.0,48,349282.79015169287
4.0,1.75,1280,6060,1.0,3,860,420,1926,0,98117,256.0,99,438355.3380822728
3.0,2.5,2540,4775,2.0,3,2540,0,2006,0,98042,635.0,19,410816.17593758996
3.0,1.75,1270,8100,1.0,3,880,390,1950,0,98146,317.5,75,251763.06210149731
4.0,1.75,2310,8045,1.0,4,1650,660,1976,0,98058,462.0,49,358188.70239681815
3.0,1.75,1680,3420,1.0,3,960,720,1992,0,98115,420.0,33,526168.25545703
4.0,2.75,3120,7644,2.0,3,3120,0,2010,0,98065,624.0,15,624093.5577266832
3.0,2.5,2660,13367,2.0,3,2660,0,1992,2,98004,665.0,33,1261000.0145924203
3.0,1.75,1830,5120,1.5,5,1830,0,1903,2,98122,457.5,122,778319.1339004876
4.0,2.5,2960,41656,2.0,3,2960,0,1985,0,98072,592.0,40,670206.0650769592
3.0,2.25,1710,11500,1.0,3,1210,500,1978,0,98028,427.5,47,361602.3907053034
4.0,1.0,1940,9533,1.0,3,1080,860,1962,0,98031,388.0,63,198569.0138783527
2.0,2.25,1260,1240,3.0,3,1260,0,2004,0,98103,420.0,21,481590.27661506407
2.0,1.0,880,6345,1.0,3,880,0,1919,0,98106,293.3333333333333,106,224763.85931885306
2.0,1.75,1240,3000,1.5,3,1240,0,1906,0,98105,413.3333333333333,119,719816.4444598744
3.0,2.25,1550,5511,2.0,3,1550,0,1987,0,98033,387.5,38,570889.444560376
3.0,2.5,3870,46609,2.0,3,3870,0,1997,3,98008,967.5,28,1118703.4546572324
2.0,1.0,1730,9610,1.0,3,1380,350,1962,0,98001,576.6666666666666,63,222547.21528390388
3.0,1.0,1770,5720,1.5,4,1140,630,1926,0,98126,442.5,99,415796.04472638294
3.0,2.5,2640,6715,2.0,3,1680,960,1991,0,98058,660.0,34,384694.8625686709
4.0,2.75,2800,19168,2.0,3,2800,0,1992,0,98075,560.0,33,694196.7011973239
4.0,2.25,2500,8500,1.0,4,1600,900,1978,0,98006,500.0,47,675502.4484385871
4.0,2.5,2040,8265,2.0,3,2040,0,1996,0,98146,408.0,29,415142.46331760264
3.0,1.75,1620,4200,1.0,5,830,790,1945,0,98115,405.0,80,559382.3453781655
3.0,2.5,2090,7640,1.0,3,1360,730,1962,0,98133,522.5,63,448524.3884359341
3.0,1.75,1800,10200,1.0,3,1800,0,1967,0,98058,450.0,58,311134.2351471151
2.0,1.25,1240,2150,2.0,3,1240,0,2014,0,98117,413.3333333333333,11,440677.18171591125
3.0,1.0,1230,8750,1.0,3,1230,0,1965,0,98003,307.5,60,129001.19816626044
3.0,2.25,2200,16921,2.0,3,2200,0,1987,0,98038,550.0,38,365145.2912839142
